id,name,html_url,forks,stars,size,language,watchers,pull_requests,contributors,commits
2463796,pacman,https://github.com/thawt/pacman,1,1,206,JavaScript,https://api.github.com/repos/thawt/pacman/contributors,1,0,-1,2
30393322,pacman,https://github.com/Ouwen/pacman,0,0,296,Python,https://api.github.com/repos/Ouwen/pacman/contributors,1,0,-1,1
28928480,pacman,https://github.com/maktrix16/pacman,0,0,1280,JavaScript,https://api.github.com/repos/maktrix16/pacman/contributors,1,0,-1,2
28932810,Pacman,https://github.com/kalyanibhagat/Pacman,0,0,6976,JavaScript,https://api.github.com/repos/kalyanibhagat/Pacman/contributors,1,0,-1,3
28489073,Pacman,https://github.com/zweizman/Pacman,0,0,0,,https://api.github.com/repos/zweizman/Pacman/contributors,1,0,-1,-1
28981050,Pacman,https://github.com/brandonmowat/Pacman,0,0,5912,Java,https://api.github.com/repos/brandonmowat/Pacman/contributors,1,0,-1,1
29224851,pacman,https://github.com/jjun14/pacman,0,0,104,JavaScript,https://api.github.com/repos/jjun14/pacman/contributors,1,0,-1,1
30239497,PacMan,https://github.com/pahharo/PacMan,0,0,1124,Java,https://api.github.com/repos/pahharo/PacMan/contributors,1,0,-1,2
29742085,Pacman,https://github.com/cberke/Pacman,2,0,2240,Java,https://api.github.com/repos/cberke/Pacman/contributors,3,0,-1,54
16501005,Pacman,https://github.com/reah/Pacman,1,0,360,Python,https://api.github.com/repos/reah/Pacman/contributors,2,0,-1,13
17130596,Pacman,https://github.com/MartinLG/Pacman,0,0,264,C#,https://api.github.com/repos/MartinLG/Pacman/contributors,1,0,-1,12
17118101,Pacman,https://github.com/oeTTeo/Pacman,0,0,140,Python,https://api.github.com/repos/oeTTeo/Pacman/contributors,1,0,-1,2
30658040,pacman,https://github.com/LukinEgor/pacman,0,0,120,JavaScript,https://api.github.com/repos/LukinEgor/pacman/contributors,1,0,-1,2
27079069,pacman,https://github.com/stefencanning/pacman,0,0,1880,Java,https://api.github.com/repos/stefencanning/pacman/contributors,1,0,-1,3
27094725,PacMan,https://github.com/mateobosco/PacMan,0,0,1700,Java,https://api.github.com/repos/mateobosco/PacMan/contributors,1,0,-1,3
26927138,Pacman,https://github.com/alexandrovall/Pacman,0,0,288,C#,https://api.github.com/repos/alexandrovall/Pacman/contributors,1,0,-1,1
26963606,Pacman,https://github.com/ethanejohnsons/Pacman,0,0,448,Java,https://api.github.com/repos/ethanejohnsons/Pacman/contributors,1,0,-1,3
28774156,Pacman,https://github.com/mishraiit/Pacman,0,1,116,Python,https://api.github.com/repos/mishraiit/Pacman/contributors,2,0,-1,2
28948214,pacman,https://github.com/cameroncruz/pacman,0,0,368,JavaScript,https://api.github.com/repos/cameroncruz/pacman/contributors,1,0,-1,5
29094761,PACMAN,https://github.com/rrzatkie/PACMAN,0,0,0,,https://api.github.com/repos/rrzatkie/PACMAN/contributors,1,0,-1,-1
27693089,Pacman,https://github.com/mayingjie/Pacman,1,0,7448,C++,https://api.github.com/repos/mayingjie/Pacman/contributors,1,0,-1,3
27391635,pacman,https://github.com/andycylam/pacman,0,0,104,,https://api.github.com/repos/andycylam/pacman/contributors,1,0,-1,1
27846386,Pacman,https://github.com/ssminimaxss/Pacman,0,0,0,,https://api.github.com/repos/ssminimaxss/Pacman/contributors,1,0,-1,-1
26108041,PacMan,https://github.com/m-hansen/PacMan,0,1,993,C++,https://api.github.com/repos/m-hansen/PacMan/contributors,1,0,-1,84
25744035,pacman,https://github.com/kannandreams/pacman,0,0,136,Python,https://api.github.com/repos/kannandreams/pacman/contributors,1,0,-1,5
26453020,Pacman,https://github.com/michael-whelan/Pacman,0,0,1896,Java,https://api.github.com/repos/michael-whelan/Pacman/contributors,1,0,-1,9
26448204,pacman,https://github.com/nesterione/pacman,0,0,412,C,https://api.github.com/repos/nesterione/pacman/contributors,0,0,-1,6
31416939,pacman,https://github.com/ACPrime/pacman,0,0,0,,https://api.github.com/repos/ACPrime/pacman/contributors,1,0,-1,-1
31685782,pacman,https://github.com/leomachadop/pacman,0,0,136,Java,https://api.github.com/repos/leomachadop/pacman/contributors,2,0,-1,5
31694472,Pacman,https://github.com/MUJICAM/Pacman,0,0,288,Java,https://api.github.com/repos/MUJICAM/Pacman/contributors,2,0,-1,10
31818658,pacman,https://github.com/PlainLazy/pacman,0,0,196,ActionScript,https://api.github.com/repos/PlainLazy/pacman/contributors,1,0,-1,13
30221811,PacMan,https://github.com/kevinkoo001/PacMan,0,0,4700,Python,https://api.github.com/repos/kevinkoo001/PacMan/contributors,1,0,-1,4
30486252,Pacman,https://github.com/pasrichadhruva/Pacman,0,0,0,,https://api.github.com/repos/pasrichadhruva/Pacman/contributors,1,0,-1,-1
30478431,pacman,https://github.com/robertshamshoian/pacman,0,0,120,CSS,https://api.github.com/repos/robertshamshoian/pacman/contributors,1,0,-1,1
30453038,PacMan,https://github.com/Zeyue/PacMan,0,0,132,,https://api.github.com/repos/Zeyue/PacMan/contributors,1,0,-1,2
30593477,Pacman,https://github.com/WhiffyParper/Pacman,0,0,140,,https://api.github.com/repos/WhiffyParper/Pacman/contributors,1,0,-1,2
28157579,pacman,https://github.com/PBBlachuu/pacman,1,0,312,Lua,https://api.github.com/repos/PBBlachuu/pacman/contributors,1,0,-1,27
28576255,pacman,https://github.com/kaushal/pacman,1,0,2126,,https://api.github.com/repos/kaushal/pacman/contributors,2,0,-1,10
28482916,Pacman,https://github.com/antonmask/Pacman,0,0,4316,C,https://api.github.com/repos/antonmask/Pacman/contributors,2,0,-1,20
29413322,Pacman,https://github.com/martinjr1980/Pacman,0,0,7684,JavaScript,https://api.github.com/repos/martinjr1980/Pacman/contributors,1,0,-1,20
29733697,PacMan,https://github.com/Freywar/PacMan,0,0,1212,C#,https://api.github.com/repos/Freywar/PacMan/contributors,1,0,-1,37
29687464,pacman,https://github.com/thomasverstuyft/pacman,0,0,0,,https://api.github.com/repos/thomasverstuyft/pacman/contributors,1,0,-1,-1
32252732,PacMan,https://github.com/AzodTM/PacMan,0,0,144,C#,https://api.github.com/repos/AzodTM/PacMan/contributors,1,0,-1,10
22307983,Pacman,https://github.com/MonkeyTimes/Pacman,0,0,148,Java,https://api.github.com/repos/MonkeyTimes/Pacman/contributors,2,0,-1,2
23094354,pacman,https://github.com/lsk567/pacman,0,0,400,Processing,https://api.github.com/repos/lsk567/pacman/contributors,1,0,-1,1
24781712,pacman,https://github.com/qiqi789/pacman,0,0,240,Scala,https://api.github.com/repos/qiqi789/pacman/contributors,1,0,-1,3
24854180,pacman,https://github.com/kincoc11/pacman,0,0,152,,https://api.github.com/repos/kincoc11/pacman/contributors,1,0,-1,3
24721930,PacMan,https://github.com/esfdk/PacMan,0,0,14556,Java,https://api.github.com/repos/esfdk/PacMan/contributors,1,0,-1,26
24988898,pacman,https://github.com/alfonsonishikawa/pacman,0,0,384,JavaScript,https://api.github.com/repos/alfonsonishikawa/pacman/contributors,0,0,-1,33
25186521,pacman,https://github.com/prestorpan/pacman,0,0,14012,Python,https://api.github.com/repos/prestorpan/pacman/contributors,1,0,-1,3
23503728,PacMan,https://github.com/chuc3/PacMan,0,0,6248,JavaScript,https://api.github.com/repos/chuc3/PacMan/contributors,1,0,-1,7
23505591,pacman,https://github.com/williams-Pol/pacman,0,0,0,,https://api.github.com/repos/williams-Pol/pacman/contributors,1,0,-1,-1
23387403,pacman,https://github.com/zekedran/pacman,0,0,108,,https://api.github.com/repos/zekedran/pacman/contributors,1,0,-1,1
24305468,pacman,https://github.com/thinkadd/pacman,0,0,324,Python,https://api.github.com/repos/thinkadd/pacman/contributors,1,0,-1,3
25542305,PacMan,https://github.com/Invicz/PacMan,0,0,136,Java,https://api.github.com/repos/Invicz/PacMan/contributors,1,0,-1,3
25275450,Pacman,https://github.com/igorpo/Pacman,0,0,188,Java,https://api.github.com/repos/igorpo/Pacman/contributors,1,0,-1,4
25443970,Pacman,https://github.com/needmorecowbell/Pacman,0,0,677,Java,https://api.github.com/repos/needmorecowbell/Pacman/contributors,3,1,-1,127
24182892,pacman,https://github.com/rotdoa10/pacman,0,0,128,,https://api.github.com/repos/rotdoa10/pacman/contributors,1,0,-1,1
24182995,pacman,https://github.com/lutjuc11/pacman,0,0,124,,https://api.github.com/repos/lutjuc11/pacman/contributors,1,0,-1,1
24194080,PacMan,https://github.com/97gupe30/PacMan,0,0,160,CSS,https://api.github.com/repos/97gupe30/PacMan/contributors,1,0,-1,10
24004437,Pacman,https://github.com/SYKim4131/Pacman,0,0,10444,Visual Basic,https://api.github.com/repos/SYKim4131/Pacman/contributors,1,0,-1,2
21440724,PacMan,https://github.com/Mrjoecool234/PacMan,0,0,90,,https://api.github.com/repos/Mrjoecool234/PacMan/contributors,1,0,-1,3
21180530,PACMAN,https://github.com/ArnaudRemi/PACMAN,0,0,596,C,https://api.github.com/repos/ArnaudRemi/PACMAN/contributors,1,0,-1,3
22893091,Pacman,https://github.com/Anmol2307/Pacman,0,0,2756,Scheme,https://api.github.com/repos/Anmol2307/Pacman/contributors,1,0,-1,1
18622762,pacman,https://github.com/prashar/pacman,0,0,1304,Python,https://api.github.com/repos/prashar/pacman/contributors,1,0,-1,33
18341049,Pacman,https://github.com/Wajihulhassan/Pacman,0,0,1343,C++,https://api.github.com/repos/Wajihulhassan/Pacman/contributors,3,0,-1,17
18834707,PacMan,https://github.com/oliverjws/PacMan,0,0,348,Processing,https://api.github.com/repos/oliverjws/PacMan/contributors,1,0,-1,1
17834742,pacman,https://github.com/nguyenvinhlinh/pacman,0,0,252,C,https://api.github.com/repos/nguyenvinhlinh/pacman/contributors,0,0,-1,19
17945761,PacMan,https://github.com/kumaranvpl/PacMan,0,0,116,Java,https://api.github.com/repos/kumaranvpl/PacMan/contributors,1,0,-1,1
18172959,PacMan,https://github.com/Barbrady/PacMan,0,0,908,Java,https://api.github.com/repos/Barbrady/PacMan/contributors,1,0,-1,8
18152382,PacMan,https://github.com/shlomisaad/PacMan,0,0,0,,https://api.github.com/repos/shlomisaad/PacMan/contributors,1,0,-1,-1
19379036,PacMan,https://github.com/buffy20/PacMan,0,0,172,Java,https://api.github.com/repos/buffy20/PacMan/contributors,1,0,-1,2
19366931,Pacman,https://github.com/znyupup/Pacman,0,0,304,,https://api.github.com/repos/znyupup/Pacman/contributors,1,0,-1,2
19534130,Pacman,https://github.com/EsoRimmer/Pacman,0,0,0,,https://api.github.com/repos/EsoRimmer/Pacman/contributors,1,0,-1,1
19550545,Pacman,https://github.com/ibrahimzahoor/Pacman,0,0,320,C++,https://api.github.com/repos/ibrahimzahoor/Pacman/contributors,1,0,-1,2
19068914,Pacman,https://github.com/ThijsCas/Pacman,0,0,0,,https://api.github.com/repos/ThijsCas/Pacman/contributors,1,0,-1,-1
19008246,pacman,https://github.com/kelleystephens/pacman,0,0,7952,JavaScript,https://api.github.com/repos/kelleystephens/pacman/contributors,1,0,-1,2
19128881,pacman,https://github.com/johnyu916/pacman,0,0,2016,Python,https://api.github.com/repos/johnyu916/pacman/contributors,1,0,-1,77
20374943,Pacman,https://github.com/malan-x/Pacman,0,0,184,C#,https://api.github.com/repos/malan-x/Pacman/contributors,1,0,-1,5
20484279,Pacman,https://github.com/julsss/Pacman,0,0,0,,https://api.github.com/repos/julsss/Pacman/contributors,1,0,-1,1
20016025,pacman,https://github.com/sharokh1/pacman,0,0,168,Java,https://api.github.com/repos/sharokh1/pacman/contributors,2,0,-1,5
20888622,pacman,https://github.com/dcoulter45/pacman,0,0,1636,JavaScript,https://api.github.com/repos/dcoulter45/pacman/contributors,1,0,-1,3
19592808,Pacman,https://github.com/gongfuio/Pacman,0,0,472,Processing,https://api.github.com/repos/gongfuio/Pacman/contributors,6,0,-1,22
29134492,pacman,https://github.com/polmo3/pacman,0,0,124,,https://api.github.com/repos/polmo3/pacman/contributors,1,0,-1,5
26663528,pacman,https://github.com/ankermarco/pacman,0,0,864,CSS,https://api.github.com/repos/ankermarco/pacman/contributors,1,0,-1,2
29625684,pacman,https://github.com/lesquoyb/pacman,0,0,19560,Java,https://api.github.com/repos/lesquoyb/pacman/contributors,1,0,-1,39
29785304,pacman,https://github.com/sorcix/pacman,0,0,104,Go,https://api.github.com/repos/sorcix/pacman/contributors,1,0,-1,1
29825170,PacMan,https://github.com/hwills/PacMan,0,0,124,Java,https://api.github.com/repos/hwills/PacMan/contributors,1,0,-1,1
32511886,PacMan,https://github.com/LeoLetourneur/PacMan,0,0,956,C#,https://api.github.com/repos/LeoLetourneur/PacMan/contributors,1,0,-1,1
32524279,PacMan,https://github.com/djachenko/PacMan,0,0,196,C#,https://api.github.com/repos/djachenko/PacMan/contributors,0,0,-1,4
31912040,pacman,https://github.com/pecota/pacman,1,1,135,Python,https://api.github.com/repos/pecota/pacman/contributors,2,0,-1,5
32409569,pacman,https://github.com/eduard-paul/pacman,2,0,6888,Java,https://api.github.com/repos/eduard-paul/pacman/contributors,1,0,-1,28
38185964,pacman,https://github.com/jimmy200/pacman,0,0,116,,https://api.github.com/repos/jimmy200/pacman/contributors,1,0,-1,1
39790420,pacman,https://github.com/jmle/pacman,0,0,532,C#,https://api.github.com/repos/jmle/pacman/contributors,1,0,-1,41
40418940,Pacman,https://github.com/ailyntong/Pacman,0,0,4112,C++,https://api.github.com/repos/ailyntong/Pacman/contributors,1,0,-1,5
40106407,pacman,https://github.com/IsayevFazil/pacman,0,0,10908,ASP,https://api.github.com/repos/IsayevFazil/pacman/contributors,1,0,-1,1
40189789,pacman,https://github.com/codeandwhiskey/pacman,0,0,296,Java,https://api.github.com/repos/codeandwhiskey/pacman/contributors,1,0,-1,5
40569752,Pacman,https://github.com/LenweSeregon/Pacman,0,0,19120,C++,https://api.github.com/repos/LenweSeregon/Pacman/contributors,1,0,-1,1
37634144,pacman,https://github.com/dllpet/pacman,1,0,122,Python,https://api.github.com/repos/dllpet/pacman/contributors,1,0,-1,4
37851804,PacMan,https://github.com/nihttoter/PacMan,0,0,112,C#,https://api.github.com/repos/nihttoter/PacMan/contributors,1,0,-1,1
39326704,pacman,https://github.com/Ashkash28/pacman,0,0,388,JavaScript,https://api.github.com/repos/Ashkash28/pacman/contributors,1,0,-1,2
39538851,pacman,https://github.com/SamReha/pacman,0,0,768,C++,https://api.github.com/repos/SamReha/pacman/contributors,1,0,-1,24
33031776,Pacman,https://github.com/Mothil93/Pacman,0,0,292,C++,https://api.github.com/repos/Mothil93/Pacman/contributors,1,0,-1,13
33367723,Pacman,https://github.com/SandeepKasa/Pacman,0,0,132,Python,https://api.github.com/repos/SandeepKasa/Pacman/contributors,1,0,-1,3
32919163,pacman,https://github.com/joanap/pacman,0,0,568,C++,https://api.github.com/repos/joanap/pacman/contributors,1,0,-1,104
41267525,PACMAN,https://github.com/martumv/PACMAN,0,0,100,Processing,https://api.github.com/repos/martumv/PACMAN/contributors,1,0,-1,1
40943369,pacman,https://github.com/pacmac-packages/pacman,0,0,144,Shell,https://api.github.com/repos/pacmac-packages/pacman/contributors,1,0,-1,6
38423785,pacman,https://github.com/ext4t1c0/pacman,0,0,1004,JavaScript,https://api.github.com/repos/ext4t1c0/pacman/contributors,1,0,-1,1
38786103,PacMan,https://github.com/cjbara/PacMan,0,0,156,C,https://api.github.com/repos/cjbara/PacMan/contributors,1,0,-1,4
38511626,pacman,https://github.com/irislee/pacman,0,0,124,HTML,https://api.github.com/repos/irislee/pacman/contributors,1,0,-1,4
35239033,PacMan,https://github.com/pavelva/PacMan,0,0,6564,JavaScript,https://api.github.com/repos/pavelva/PacMan/contributors,2,0,-1,3
37742926,PacMan,https://github.com/jtschleb/PacMan,0,0,0,,https://api.github.com/repos/jtschleb/PacMan/contributors,1,0,-1,-1
37645663,Pacman,https://github.com/wuzhipeng2014/Pacman,0,0,136,C++,https://api.github.com/repos/wuzhipeng2014/Pacman/contributors,1,0,-1,2
38080539,Pacman,https://github.com/denzelr/Pacman,0,0,1344,C,https://api.github.com/repos/denzelr/Pacman/contributors,1,0,-1,5
39635947,pacman,https://github.com/barwis/pacman,0,0,292,Java,https://api.github.com/repos/barwis/pacman/contributors,1,0,-1,21
39977775,Pacman,https://github.com/patriciateroltolsa/Pacman,0,0,124,C++,https://api.github.com/repos/patriciateroltolsa/Pacman/contributors,1,0,-1,6
40079589,Pacman,https://github.com/ivanfreire87/Pacman,0,0,140,C++,https://api.github.com/repos/ivanfreire87/Pacman/contributors,1,0,-1,3
41070242,pacman,https://github.com/aisabellafontes/pacman,1,0,2052,Java,https://api.github.com/repos/aisabellafontes/pacman/contributors,2,0,-1,25
41419221,pacman,https://github.com/AsterieRevancha/pacman,0,0,808,JavaScript,https://api.github.com/repos/AsterieRevancha/pacman/contributors,1,0,-1,6
41949050,Pacman,https://github.com/aaaquib/Pacman,0,0,424,C#,https://api.github.com/repos/aaaquib/Pacman/contributors,1,0,-1,3
41950540,Pacman,https://github.com/gemesisiiv/Pacman,0,0,108,,https://api.github.com/repos/gemesisiiv/Pacman/contributors,1,0,-1,1
41965641,pacman,https://github.com/JnyJny/pacman,0,0,208,Python,https://api.github.com/repos/JnyJny/pacman/contributors,1,0,-1,12
34628630,PacMan,https://github.com/LaunaKay/PacMan,0,0,636,HTML,https://api.github.com/repos/LaunaKay/PacMan/contributors,1,0,-1,15
34858372,Pacman,https://github.com/kash1102/Pacman,0,0,96,Python,https://api.github.com/repos/kash1102/Pacman/contributors,1,0,-1,1
34859474,Pacman,https://github.com/liorsidi/Pacman,0,0,7040,JavaScript,https://api.github.com/repos/liorsidi/Pacman/contributors,2,0,-1,59
35852407,PACMan,https://github.com/sethfloydjr/PACMan,0,0,160,,https://api.github.com/repos/sethfloydjr/PACMan/contributors,1,0,-1,3
34176289,pacman,https://github.com/marcosgarrido/pacman,1,0,178,Java,https://api.github.com/repos/marcosgarrido/pacman/contributors,1,0,-1,2
34568105,Pacman,https://github.com/egordorichev/Pacman,0,0,164,C,https://api.github.com/repos/egordorichev/Pacman/contributors,1,0,-1,16
36679519,pacman,https://github.com/KirillMitskevich/pacman,0,0,128,Ruby,https://api.github.com/repos/KirillMitskevich/pacman/contributors,0,0,-1,3
37030676,Pacman,https://github.com/VickyTerzieva/Pacman,0,0,748,Python,https://api.github.com/repos/VickyTerzieva/Pacman/contributors,1,0,-1,28
37087294,pacman,https://github.com/jacobandreas/pacman,0,0,180,Python,https://api.github.com/repos/jacobandreas/pacman/contributors,1,0,-1,3
36175453,pacman,https://github.com/dbsima/pacman,0,0,140,Python,https://api.github.com/repos/dbsima/pacman/contributors,1,0,-1,3
36164950,pacman,https://github.com/tushar3006/pacman,0,0,124,,https://api.github.com/repos/tushar3006/pacman/contributors,1,0,-1,1
35732604,Pacman,https://github.com/dodget/Pacman,0,0,604,C++,https://api.github.com/repos/dodget/Pacman/contributors,1,0,-1,2
36038396,Pacman,https://github.com/Sunnykins/Pacman,0,0,100,,https://api.github.com/repos/Sunnykins/Pacman/contributors,1,0,-1,1
37197522,pacman,https://github.com/macrofish/pacman,0,0,144,Java,https://api.github.com/repos/macrofish/pacman/contributors,1,0,-1,7
37367356,Pacman,https://github.com/laurens9870/Pacman,0,0,0,,https://api.github.com/repos/laurens9870/Pacman/contributors,1,0,-1,-1
44535412,pacman,https://github.com/Sven-Dawitz/pacman,0,1,280,C,https://api.github.com/repos/Sven-Dawitz/pacman/contributors,1,0,-1,41
43203343,pacman,https://github.com/falloutbot/pacman,0,0,2684,Ruby,https://api.github.com/repos/falloutbot/pacman/contributors,1,0,-1,4
44006185,PacMan,https://github.com/antonidag/PacMan,0,0,2824,C#,https://api.github.com/repos/antonidag/PacMan/contributors,2,0,-1,3
44266910,Pacman,https://github.com/YanaPalacheva/Pacman,0,0,0,,https://api.github.com/repos/YanaPalacheva/Pacman/contributors,1,0,-1,-1
43771611,PacMan,https://github.com/hellfish90/PacMan,0,0,148,C++,https://api.github.com/repos/hellfish90/PacMan/contributors,2,0,-1,3
44064796,Pacman,https://github.com/lambofreak96/Pacman,0,0,0,,https://api.github.com/repos/lambofreak96/Pacman/contributors,1,0,-1,-1
42299820,PacMan,https://github.com/roeeshachar/PacMan,0,0,1760,HTML,https://api.github.com/repos/roeeshachar/PacMan/contributors,1,0,-1,1
44187516,Pacman,https://github.com/sebciomax/Pacman,0,0,120,Java,https://api.github.com/repos/sebciomax/Pacman/contributors,1,0,-1,4
41804636,pacman,https://github.com/dusartc/pacman,0,0,270,Java,https://api.github.com/repos/dusartc/pacman/contributors,5,0,-1,65
42835602,pacman,https://github.com/isaaclzq/pacman,0,0,324,Python,https://api.github.com/repos/isaaclzq/pacman/contributors,1,0,-1,4
43917433,pacman,https://github.com/experiment-orange/pacman,1,0,181,Shell,https://api.github.com/repos/experiment-orange/pacman/contributors,1,0,-1,28
20803087,pacman,https://github.com/remaerc/pacman,0,0,170,Java,https://api.github.com/repos/remaerc/pacman/contributors,1,0,-1,10
42964094,Pacman,https://github.com/abhard6/Pacman,0,0,192,Java,https://api.github.com/repos/abhard6/Pacman/contributors,3,0,-1,21
42954648,pacman,https://github.com/tonyflow/pacman,0,0,160,C,https://api.github.com/repos/tonyflow/pacman/contributors,1,0,-1,3
42869791,Pacman,https://github.com/Apposer101/Pacman,0,0,0,,https://api.github.com/repos/Apposer101/Pacman/contributors,1,0,-1,-1
43450707,Pacman,https://github.com/Sparksidy/Pacman,0,0,20320,ASP,https://api.github.com/repos/Sparksidy/Pacman/contributors,1,0,-1,2
43637641,Pacman,https://github.com/nadeesha90/Pacman,1,0,420,HTML,https://api.github.com/repos/nadeesha90/Pacman/contributors,1,0,-1,2
42548681,Pacman,https://github.com/Nicole20/Pacman,0,0,136,C#,https://api.github.com/repos/Nicole20/Pacman/contributors,1,0,-1,9
42684059,pacman,https://github.com/gayopser101/pacman,0,0,180,C++,https://api.github.com/repos/gayopser101/pacman/contributors,1,0,-1,17
42219851,Pacman,https://github.com/gbajorin/Pacman,0,0,0,,https://api.github.com/repos/gbajorin/Pacman/contributors,1,0,-1,-1
45024171,pacman,https://github.com/klovelovely/pacman,0,0,1928,CSS,https://api.github.com/repos/klovelovely/pacman/contributors,1,0,-1,13
45659199,pacman,https://github.com/suesm27/pacman,0,0,0,HTML,https://api.github.com/repos/suesm27/pacman/contributors,1,0,-1,1
42957061,pacman,https://github.com/Gr1N/pacman,0,0,182,Go,https://api.github.com/repos/Gr1N/pacman/contributors,1,0,-1,77
50596490,PacMan,https://github.com/ThibCharpy/PacMan,0,0,0,,https://api.github.com/repos/ThibCharpy/PacMan/contributors,1,0,-1,-1
45678356,PacMan,https://github.com/jaccao/PacMan,0,0,9472,C,https://api.github.com/repos/jaccao/PacMan/contributors,3,0,-1,60
49141029,pacman,https://github.com/zelin-l/pacman,0,0,0,,https://api.github.com/repos/zelin-l/pacman/contributors,1,0,-1,1
48848619,Pacman,https://github.com/InformatikMSA2015/Pacman,0,0,187,HTML,https://api.github.com/repos/InformatikMSA2015/Pacman/contributors,1,0,-1,25
49693878,Pacman,https://github.com/henryfriedlander/Pacman,1,0,166,Java,https://api.github.com/repos/henryfriedlander/Pacman/contributors,2,1,-1,6
47995347,pacman,https://github.com/V3rd4nt/pacman,0,0,607,Java,https://api.github.com/repos/V3rd4nt/pacman/contributors,3,0,-1,52
48848772,Pacman,https://github.com/Stilldabomb/Pacman,0,0,1245,Java,https://api.github.com/repos/Stilldabomb/Pacman/contributors,0,0,-1,4
48455338,Pacman,https://github.com/kstanisz/Pacman,0,0,322,C++,https://api.github.com/repos/kstanisz/Pacman/contributors,1,0,-1,25
49619315,pacman,https://github.com/jiamo/pacman,0,0,48,Python,https://api.github.com/repos/jiamo/pacman/contributors,1,0,-1,1
49074068,PacMan,https://github.com/Loxodrom3/PacMan,0,0,0,,https://api.github.com/repos/Loxodrom3/PacMan/contributors,1,0,-1,2
48863609,Pacman,https://github.com/MyNameIsntADAM/Pacman,0,0,0,,https://api.github.com/repos/MyNameIsntADAM/Pacman/contributors,1,0,-1,-1
49099096,Pacman,https://github.com/Walenty96/Pacman,0,0,45628,C++,https://api.github.com/repos/Walenty96/Pacman/contributors,1,0,-1,2
48075178,pacman,https://github.com/igorceridorio/pacman,0,0,2781,HTML,https://api.github.com/repos/igorceridorio/pacman/contributors,1,0,-1,4
32980116,pacman,https://github.com/Olga142/pacman,0,0,109,C#,https://api.github.com/repos/Olga142/pacman/contributors,1,0,-1,1
48709327,Pacman,https://github.com/EX0PHIC/Pacman,0,0,19234,C++,https://api.github.com/repos/EX0PHIC/Pacman/contributors,1,0,-1,13
47830914,pacman,https://github.com/Lonesome-George/pacman,0,0,231,Python,https://api.github.com/repos/Lonesome-George/pacman/contributors,2,0,-1,3
47901551,pacman,https://github.com/diamond53/pacman,0,0,28,Java,https://api.github.com/repos/diamond53/pacman/contributors,1,0,-1,2
48525831,Pacman,https://github.com/shadowzentral/Pacman,0,0,436,JavaScript,https://api.github.com/repos/shadowzentral/Pacman/contributors,1,0,-1,5
48127288,pacman,https://github.com/mclstbl/pacman,0,0,152,C++,https://api.github.com/repos/mclstbl/pacman/contributors,4,0,-1,65
48729495,PacMan,https://github.com/AalokAhluwalia/PacMan,0,0,16,,https://api.github.com/repos/AalokAhluwalia/PacMan/contributors,1,0,-1,8
49483688,PacMan,https://github.com/RiballoJose/PacMan,0,0,68781,C++,https://api.github.com/repos/RiballoJose/PacMan/contributors,2,0,-1,111
48039552,pacman,https://github.com/philipptrenz/pacman,1,0,697,CSS,https://api.github.com/repos/philipptrenz/pacman/contributors,1,0,-1,51
51721840,pacman,https://github.com/kasra21/pacman,0,0,11984,ASP,https://api.github.com/repos/kasra21/pacman/contributors,1,0,-1,2
51736275,pacman,https://github.com/polinache/pacman,0,0,0,,https://api.github.com/repos/polinache/pacman/contributors,1,0,-1,-1
51640314,pacman,https://github.com/cgmarcos98/pacman,0,0,100,Java,https://api.github.com/repos/cgmarcos98/pacman/contributors,1,0,-1,2
45385551,Pacman,https://github.com/JulianHurst/Pacman,0,0,90945,C++,https://api.github.com/repos/JulianHurst/Pacman/contributors,4,0,-1,68
34078864,pacman,https://github.com/jhoward321/pacman,0,0,1822,Verilog,https://api.github.com/repos/jhoward321/pacman/contributors,1,0,-1,5
47304718,PacMan,https://github.com/nhuse/PacMan,0,0,0,,https://api.github.com/repos/nhuse/PacMan/contributors,1,0,-1,-1
47573949,pacman,https://github.com/Recursions/pacman,0,0,1049,,https://api.github.com/repos/Recursions/pacman/contributors,1,0,-1,4
47589412,PacMan,https://github.com/CaptnCrafty/PacMan,0,0,0,,https://api.github.com/repos/CaptnCrafty/PacMan/contributors,1,0,-1,-1
43030422,pacman,https://github.com/fredzqm/pacman,0,0,154,Python,https://api.github.com/repos/fredzqm/pacman/contributors,1,0,-1,1
46733542,pacman,https://github.com/claudiobranca95/pacman,0,0,0,,https://api.github.com/repos/claudiobranca95/pacman/contributors,1,0,-1,-1
45572162,pacman,https://github.com/furrykef/pacman,0,1,226,Assembly,https://api.github.com/repos/furrykef/pacman/contributors,1,0,-1,147
43400533,pacman,https://github.com/gustawho/pacman,0,0,99056,Shell,https://api.github.com/repos/gustawho/pacman/contributors,1,0,-1,6
46520850,PACMAN,https://github.com/OpheliePELLOUXPRAYER/PACMAN,0,0,6502,Java,https://api.github.com/repos/OpheliePELLOUXPRAYER/PACMAN/contributors,3,0,-1,3
46641931,Pacman,https://github.com/moreBetterness/Pacman,0,0,0,,https://api.github.com/repos/moreBetterness/Pacman/contributors,1,0,-1,-1
43175576,pacman,https://github.com/luizjr92/pacman,0,0,360,HTML,https://api.github.com/repos/luizjr92/pacman/contributors,2,0,-1,17
45054455,PacMan,https://github.com/Stiffrock/PacMan,0,0,352,C#,https://api.github.com/repos/Stiffrock/PacMan/contributors,1,0,-1,6
