id,name,html_url,forks,stars,size,language
30029936,pacman,https://github.com/aerostami/pacman,0,1,4684,Java
30018947,pacman,https://github.com/przemyslawcuber/pacman,0,0,204,JavaScript
26199197,pacman,https://github.com/Werror/pacman,0,0,136,Java
26166995,Pacman,https://github.com/alu0100537512/Pacman,0,0,232,Java
26625308,Pacman,https://github.com/proferio/Pacman,0,0,376,Java
26759546,Pacman,https://github.com/SrgKor/Pacman,0,0,1660,C#
27727476,pacman,https://github.com/desewolfpack/pacman,0,0,0,
27701089,pacman,https://github.com/andyhutch345/pacman,0,0,140,
28356703,PacMan,https://github.com/AdnanDervisevic/PacMan,0,0,49212,C#
27715668,pacman,https://github.com/HistoricalValue/pacman,0,0,43096,C
28829292,PacMan,https://github.com/ckhamash/PacMan,0,0,19028,C++
29092189,Pacman,https://github.com/senerh/Pacman,0,0,580,C#
29457854,Pacman,https://github.com/The-Ofek-Foundation/Pacman,0,0,392,Java
29453647,Pacman,https://github.com/awinick/Pacman,0,1,148,Java
29338618,Pacman,https://github.com/lthben/Pacman,0,0,34956,Java
29512319,Pacman,https://github.com/DatCorno/Pacman,0,0,192,C++
27057476,pacman,https://github.com/dylnmc/pacman,0,0,124,Java
27079498,PacMan,https://github.com/CillianFlood/PacMan,0,0,0,
27079058,pacman,https://github.com/GavinClarke/pacman,0,0,1988,Java
27084269,pacman,https://github.com/saucewan/pacman,0,0,104,JavaScript
25295234,pacman,https://github.com/korjuc11/pacman,0,0,136,
25793703,PacMan,https://github.com/florisdh/PacMan,0,0,100,
25995374,Pacman,https://github.com/CristopherLeal/Pacman,0,0,876,Java
27018466,pacman,https://github.com/pvmolle/pacman,0,0,4683,C#
22642903,PacMan,https://github.com/CodeByZero/PacMan,0,0,240,JavaScript
22924410,pacman,https://github.com/papajoker/pacman,0,0,180,Shell
23770517,pacman,https://github.com/nasreddineskandrani/pacman,1,0,464,C++
24174088,PacMan,https://github.com/ikemonn/PacMan,0,0,0,
24233183,pacman,https://github.com/claudiug/pacman,0,0,2136,Go
18842588,Pacman,https://github.com/IvanBahchevanov/Pacman,0,0,220,Java
23552353,PacMan,https://github.com/Oragada/PacMan,0,0,2180,Java
24330796,pacman,https://github.com/MarcMurphy/pacman,0,0,100,
24330279,Pacman,https://github.com/ChrisSherlock91/Pacman,0,0,1908,Java
24182975,Pacman,https://github.com/plafac09/Pacman,0,0,172,Java
24982476,pacman,https://github.com/goevea11/pacman,0,0,0,
24985114,PacMan,https://github.com/PGS4/PacMan,0,0,340,Java
24627410,Pacman,https://github.com/ssshi/Pacman,0,0,768,Java
19908140,Pacman,https://github.com/martijnwetering/Pacman,0,0,1484,Java
20314736,pacman,https://github.com/amygdalama/pacman,0,0,148,Python
20147484,Pacman,https://github.com/vitviki/Pacman,0,0,0,
19392938,pacman,https://github.com/Crazy0range/pacman,0,1,9372,Java
19436179,pacman,https://github.com/jp295/pacman,0,0,1056,Java
19470803,Pacman,https://github.com/repeatingmeme/Pacman,0,0,2676,C#
19387112,pacman,https://github.com/ansanes/pacman,0,0,437,Java
20557186,PACMAN,https://github.com/jaroso78/PACMAN,0,0,2064,Java
20751663,PacMan,https://github.com/mharen/PacMan,0,0,352,C#
20801236,Pacman,https://github.com/GalLuvton/Pacman,0,0,1156,Java
18962721,Pacman,https://github.com/D4rkFr4g/Pacman,0,0,152,C
19015705,pacman,https://github.com/slyeargin/pacman,0,0,216,JavaScript
19014216,pacman,https://github.com/rachelself/pacman,0,0,180,JavaScript
19016201,pacman,https://github.com/fishkel-truelogic/pacman,1,0,1664,Java
18943887,pacman,https://github.com/aleksej-lukyanets/pacman,0,0,940,Java
19071033,pacman,https://github.com/mspanoghe/pacman,0,0,0,
17683113,Pacman,https://github.com/DarioTaipe/Pacman,0,0,124,
17922364,Pacman,https://github.com/Bia41/Pacman,0,0,324,C++
17880594,Pacman,https://github.com/lenriquez/Pacman,0,0,8420,JavaScript
16897908,Pacman,https://github.com/forkHub/Pacman,0,0,232,ActionScript
30648676,pacman,https://github.com/eugene-batalov/pacman,1,0,15024,C#
31361710,pacman,https://github.com/davisoski/pacman,0,0,352,Java
31361097,pacman,https://github.com/jlamaro/pacman,0,0,0,
31246280,PacMan,https://github.com/httpNick/PacMan,0,0,3900,JavaScript
31288556,PacMan,https://github.com/realityfightsback/PacMan,0,0,256,Python
31755823,pacMan,https://github.com/ZephyrYin/pacMan,0,0,260,Python
31685780,PACMAN,https://github.com/tiagoferraro/PACMAN,0,0,164,Java
31685793,pacman,https://github.com/ruhferrari/pacman,0,0,140,Java
31633279,pacman,https://github.com/tienthanh8490/pacman,0,0,412,Python
32944743,Pacman,https://github.com/chrisdclark3/Pacman,0,0,188,JavaScript
32198737,Pacman,https://github.com/obiwandu/Pacman,1,0,480,Python
32825772,PacMan,https://github.com/Gimli05/PacMan,0,0,13380,C
32817780,Pacman,https://github.com/Huuhkis/Pacman,0,0,140,Java
30777433,pacman,https://github.com/Gorang-Maniar/pacman,0,0,140,Python
30953244,pacman,https://github.com/marcallkz/pacman,0,0,104,HTML
30798672,PacMan,https://github.com/kasra73/PacMan,0,0,0,
33133658,Pacman,https://github.com/alesapin/Pacman,0,0,712,Makefile
39627513,Pacman,https://github.com/kennethyang404/Pacman,0,0,1876,
40502876,Pacman,https://github.com/Inkzzz/Pacman,0,0,136,Java
38801846,Pacman,https://github.com/bschmitz9/Pacman,0,0,116,JavaScript
38880960,pacman,https://github.com/LewisTehMinerz/pacman,0,0,120,
38967023,Pacman,https://github.com/TinfoilHat0/Pacman,0,0,296,C++
38723416,pacman,https://github.com/hibooboo2/pacman,1,0,215,JavaScript
38475780,pacman,https://github.com/shinya-marshmallow/pacman,0,0,161,C
42287717,Pacman,https://github.com/soltrejos/Pacman,0,0,120,
37551841,Pacman,https://github.com/abdullahtariq1171/Pacman,0,0,368,C++
38136544,Pacman,https://github.com/MalteBahr/Pacman,0,0,224,Java
38116915,pacman,https://github.com/MiloBuwalda/pacman,0,0,52076,Game Maker Language
41258909,pacman,https://github.com/mninmr/pacman,0,0,168,Python
41314647,PACMAN,https://github.com/chin-dovale/PACMAN,0,0,120,
41434329,Pacman,https://github.com/iksdrogihj/Pacman,0,0,116,C++
41445309,pacman,https://github.com/ferhagen/pacman,0,0,140,
40027995,PacMan,https://github.com/Seshelle/PacMan,0,0,3020,C++
34352045,pacman,https://github.com/tapczan666/pacman,0,0,1236,HTML
34589414,pacman,https://github.com/Psykofloyd/pacman,0,0,3456,
34740444,Pacman,https://github.com/formontera/Pacman,0,0,120,
34741829,Pacman,https://github.com/IhorMykhaliak/Pacman,0,0,3589,C#
35827564,Pacman,https://github.com/Nonbloke/Pacman,0,0,308,Java
33391212,Pacman,https://github.com/Xandaros/Pacman,0,0,112,Haskell
33551429,Pacman,https://github.com/tsoglani/Pacman,0,0,168,Java
36456620,Pacman,https://github.com/sakox/Pacman,0,0,212,JavaScript
36932742,pacman,https://github.com/Mozg1024/pacman,0,0,2064,JavaScript
36778876,PacMan,https://github.com/JustBeingFriendly/PacMan,0,0,11120,C++
36936175,Pacman,https://github.com/Danten/Pacman,1,0,141,JavaScript
35180265,pacman,https://github.com/runemoennike/pacman,0,0,12768,C++
35086484,pacman,https://github.com/reececomo/pacman,0,1,408,Java
35116181,Pacman,https://github.com/Rhamill7/Pacman,0,0,164,Java
35113809,pacman,https://github.com/shubhamkmr47/pacman,0,0,132,Python
34976801,PacMan,https://github.com/philigobears/PacMan,0,0,1828,Python
44151483,Pacman,https://github.com/SBEnergy/Pacman,1,0,100,
44487627,pacman,https://github.com/gabeg805/pacman,0,0,108,Shell
44495349,Pacman,https://github.com/kcolford/Pacman,0,0,140,JavaScript
43785638,PacMan,https://github.com/Xidrovo/PacMan,0,0,38348,C#
44030520,pacman,https://github.com/quer/pacman,0,0,176,HTML
45206207,Pacman,https://github.com/lucieleblanc/Pacman,0,0,108,Java
44489917,pacman,https://github.com/leolsson/pacman,1,0,214,Java
44684767,pacman,https://github.com/vpatamalla/pacman,0,0,124,Java
42617651,PacMan,https://github.com/StephGarland/PacMan,0,0,4184,C#
43720138,Pacman,https://github.com/sbabski/Pacman,0,0,172,Java
45358940,Pacman,https://github.com/pt15/Pacman,0,0,140,Python
45364286,pacman,https://github.com/MichaelQQ/pacman,0,0,384,HTML
45305957,pacman,https://github.com/lianchengjiang/pacman,0,0,112,
44739740,pacman,https://github.com/mireialopez/pacman,1,0,126,
45615913,pacman,https://github.com/xzorcious/pacman,0,0,0,
45216718,Pacman,https://github.com/carlosgomezr/Pacman,0,0,144,Assembly
45509142,PacMan,https://github.com/FindKim/PacMan,0,0,608,Python
50145711,Pacman,https://github.com/afbeals/Pacman,0,0,12,JavaScript
50325418,Pacman,https://github.com/G0rg3th/Pacman,0,0,0,
49078084,PACMAN,https://github.com/dfantasia/PACMAN,0,0,7768,Matlab
50034161,Pacman,https://github.com/akaragou/Pacman,0,0,15,Java
34390919,pacman,https://github.com/Yoplitein/pacman,0,1,312,D
48871600,pacman,https://github.com/Red-Lightning/pacman,0,0,817,Java
47524291,Pacman,https://github.com/carolinajimenez26/Pacman,0,0,48663,Java
49101144,Pacman,https://github.com/filipni/Pacman,0,0,624,Python
36882225,pacman,https://github.com/degroote22/pacman,0,0,0,
45486704,pacman,https://github.com/henriquedsg89/pacman,0,1,171,Scala
22931654,Pacman,https://github.com/Thehittman71/Pacman,0,0,112,
49602704,Pacman,https://github.com/Weys/Pacman,0,0,0,
48950462,Pacman,https://github.com/YorkHe/Pacman,1,0,92,Verilog
49611210,pacman,https://github.com/oscarvazquez/pacman,0,0,88,JavaScript
50458011,pacman,https://github.com/anthraxx/pacman,0,0,15611,C
50512483,Pacman,https://github.com/izmailkov/Pacman,0,0,8,C#
8337649,pacman,https://github.com/Vishak/pacman,0,1,232,JavaScript
49764608,Pacman,https://github.com/zyhuaSherilyn/Pacman,0,0,30,Java
48276830,Pacman,https://github.com/miachm/Pacman,0,0,685,C++
50276448,Pacman,https://github.com/alextsun/Pacman,0,0,13,Java
16299368,pacman,https://github.com/arongdari/pacman,0,0,1712,Python
49807583,pacman,https://github.com/sharonli/pacman,0,0,96,Python
51994721,pacman,https://github.com/CLaigit/pacman,0,0,4354,C++
52216567,pacman,https://github.com/t3dodson/pacman,0,0,2,TypeScript
52204720,pacman,https://github.com/oeb25/pacman,0,0,13,CMake
51302762,PacMan,https://github.com/jedijrt/PacMan,0,0,261,Java
51152790,Pacman,https://github.com/AleksKL/Pacman,0,0,17,Java
40099011,Pacman,https://github.com/Zopherus/Pacman,0,0,96,C#
47994401,pacman,https://github.com/felex0982/pacman,0,0,4603,JavaScript
51222617,Pacman,https://github.com/trotter94/Pacman,0,0,9277,C++
49772043,pacman,https://github.com/Hexo-Theme/pacman,0,0,965,CSS
52087390,Pacman,https://github.com/bartoszgawron/Pacman,0,0,0,
49364567,pacman,https://github.com/trojanwarrior/pacman,0,0,95500,C++
51959940,Pacman,https://github.com/ThamisCaetano/Pacman,0,0,294,Processing
54738160,pacman,https://github.com/GamePyx/pacman,0,0,1,
49977853,Pacman,https://github.com/pglg95/Pacman,0,0,2182,Assembly
54762994,Pacman,https://github.com/truongbuu/Pacman,0,0,0,
54829778,Pacman,https://github.com/BenEfrati/Pacman,0,0,0,
49822658,Pacman,https://github.com/Adre4m/Pacman,0,0,27464,HTML
49383018,pacman,https://github.com/dharmeshrupani/pacman,0,1,1,Java
47247219,pacman,https://github.com/via-site/pacman,0,0,9,CSS
6566272,pacman,https://github.com/andrewgregory/pacman,0,0,19944,C
53389183,pacman,https://github.com/arjundevarajan/pacman,0,0,217,HTML
53966160,pacman,https://github.com/FogoDev/pacman,0,0,627,C
53322984,Pacman,https://github.com/J0N35/Pacman,0,0,169,Python
50064113,pacman,https://github.com/fuzzybuddha/pacman,0,1,518,HTML
53479079,Pacman,https://github.com/PadenJones/Pacman,0,0,308,JavaScript
51003872,Pacman,https://github.com/jclarkrichards/Pacman,0,0,111,Python
29787483,pacman,https://github.com/eworm-de/pacman,0,0,14732,C
47821323,Pacman,https://github.com/marcelopasin/Pacman,0,0,0,
45825747,Pacman,https://github.com/IronChest/Pacman,0,0,0,
40329923,pacman,https://github.com/Touhead/pacman,0,0,168,Java
44448662,PacMan,https://github.com/David-Eddie/PacMan,0,0,944,NSIS
46144900,Pacman,https://github.com/yudiwbs/Pacman,0,0,0,NSIS
37676166,PacMan,https://github.com/isma91/PacMan,0,0,60088,Java
46202464,pacman,https://github.com/zetsnotdead/pacman,0,0,0,CSS
46839635,pacman,https://github.com/lcain/pacman,0,0,690,JavaScript
46695271,Pacman,https://github.com/designfaize/Pacman,0,0,48797,C#
46686424,Pacman,https://github.com/SughiY/Pacman,0,0,172,Python
44739933,PACMAN,https://github.com/Pintor16/PACMAN,0,0,8,
47044485,pacman,https://github.com/aashish2264/pacman,0,0,201,HTML
24232203,pacMan,https://github.com/WsCandy/pacMan,0,0,188,JavaScript
46226345,Pacman,https://github.com/Felcks/Pacman,0,0,2269,C#
47944392,pacman,https://github.com/bbathel12/pacman,0,0,23,JavaScript
47550414,pacman,https://github.com/CoronaFiredancer/pacman,0,0,628,C#
13546902,pacman,https://github.com/galaxykate/pacman,0,1,2072,Java
44564878,Pacman,https://github.com/hongjingZ/Pacman,1,0,0,Python
48455255,pacman,https://github.com/Raju2894/pacman,0,0,2,Python
48423566,Pacman,https://github.com/agoryu/Pacman,0,0,27540,Java
48308698,pacman,https://github.com/HarrisonPersonal/pacman,0,0,0,
48205838,PacMan,https://github.com/jwt1029/PacMan,0,0,0,
47904868,PACMAN,https://github.com/naomijub/PACMAN,0,0,6620,Java
48228666,Pacman,https://github.com/immybo/Pacman,0,0,24,C#
48642877,Pacman,https://github.com/envolver/Pacman,0,0,0,
52466210,Pacman,https://github.com/francescfores/Pacman,0,0,0,
53013134,pacman,https://github.com/shou7783/pacman,0,0,144,Swift
53090731,PacMan,https://github.com/deerishi/PacMan,0,0,669,Python
34959956,pacman,https://github.com/jeffreybiles/pacman,0,0,44,JavaScript
53296438,Pacman,https://github.com/Nata1ika/Pacman,0,0,1808,C#
53222662,Pacman,https://github.com/rayclark200/Pacman,0,0,0,
18181827,pacman,https://github.com/djarbo/pacman,0,0,496,Java
53770927,pacman,https://github.com/CWright777/pacman,0,0,18,HTML
54062102,PacMan,https://github.com/mihl9/PacMan,0,0,168,Java
55657985,PacMan,https://github.com/jacktionary/PacMan,0,0,15769,C#
54673058,pacman,https://github.com/agustinmista/pacman,0,0,561,Python
55120724,pacman,https://github.com/esaygo/pacman,0,0,22,JavaScript
31733010,Pacman,https://github.com/Shadow97175/Pacman,0,0,136,C++
55016661,pacman,https://github.com/belfazt/pacman,0,0,7,Python
55518909,pacman,https://github.com/adimordoch/pacman,0,0,0,
