2004/01,0
2004/02,0
2004/03,0
2004/04,0
2004/05,0
2004/06,0
2004/07,0
2004/08,0
2004/09,0
2004/10,15
2004/11,0
2004/12,15
2005/01,13
2005/02,0
2005/03,25
2005/04,0
2005/05,0
2005/06,24
2005/07,0
2005/08,0
2005/09,52
2005/10,10
2005/11,0
2005/12,0
2006/01,42
2006/02,8
2006/03,0
2006/04,8
2006/05,24
2006/06,0
2006/07,16
2006/08,0
2006/09,7
2006/10,30
2006/11,24
2006/12,31
2007/01,38
2007/02,20
2007/03,20
2007/04,25
2007/05,5
2007/06,10
2007/07,25
2007/08,17
2007/09,20
2007/10,15
2007/11,14
2007/12,22
2008/01,16
2008/02,15
2008/03,5
2008/04,3
2008/05,12
2008/06,15
2008/07,12
2008/08,15
2008/09,12
2008/10,12
2008/11,15
2008/12,15
2009/01,5
2009/02,6
2009/03,15
2009/04,11
2009/05,13
2009/06,8
2009/07,8
2009/08,10
2009/09,14
2009/10,10
2009/11,12
2009/12,8
2010/01,12
2010/02,8
2010/03,13
2010/04,11
2010/05,32
2010/06,13
2010/07,15
2010/08,19
2010/09,15
2010/10,18
2010/11,24
2010/12,40
2011/01,46
2011/02,55
2011/03,58
2011/04,74
2011/05,134
2011/06,125
2011/07,163
2011/08,140
2011/09,141
2011/10,216
2011/11,174
2011/12,240
2012/01,340
2012/02,322
2012/03,337
2012/04,350
2012/05,236
2012/06,195
2012/07,246
2012/08,218
2012/09,221
2012/10,179
2012/11,181
2012/12,275
2013/01,214
2013/02,156
2013/03,216
2013/04,141
2013/05,139
2013/06,163
2013/07,123
2013/08,93
2013/09,92
2013/10,74
2013/11,72
2013/12,102
2014/01,71
2014/02,77
2014/03,69
2014/04,68
2014/05,58
2014/06,69
2014/07,56
2014/08,63
2014/09,41
2014/10,43
2014/11,58
2014/12,40
2015/01,33
2015/02,39
2015/03,42
2015/04,40
2015/05,43
2015/06,30
2015/07,41
2015/08,57
2015/09,48
2015/10,55
2015/11,68
2015/12,67
2016/01,66
2016/02,48
2016/03,40
2016/04,41
2016/05,12
